input1_latitude,input1_longitude,input2_latitude,input2_longitude,input3_latitude,input3_longitude,input4_latitude,input4_longitude,target_latitude,target_longitude,prediction_latitude,prediction_longitude,5_percentile_latitude,5_percentile_longitude,95_percentile_latitude,95_percentile_longitude
4.599999904632568,8.300000190734863,4.699999809265137,8.199999809265137,4.800000190734863,7.900000095367432,4.900000095367432,7.5,5.099999904632568,7.099999904632568,5.2123589515686035,6.579372882843018,5.2123589515686035,6.579372882843018,5.2123589515686035,6.579372882843018
4.699999809265137,8.199999809265137,4.800000190734863,7.900000095367432,4.900000095367432,7.5,5.099999904632568,7.099999904632568,5.5,6.599999904632568,5.317541599273682,6.369410991668701,5.317541599273682,6.369410991668701,5.317541599273682,6.369410991668701
4.800000190734863,7.900000095367432,4.900000095367432,7.5,5.099999904632568,7.099999904632568,5.5,6.599999904632568,5.699999809265137,6.199999809265137,5.527848243713379,6.106947422027588,5.527848243713379,6.106947422027588,5.527848243713379,6.106947422027588
4.900000095367432,7.5,5.099999904632568,7.099999904632568,5.5,6.599999904632568,5.699999809265137,6.199999809265137,5.800000190734863,5.900000095367432,5.633467197418213,5.896842956542969,5.633467197418213,5.896842956542969,5.633467197418213,5.896842956542969
5.099999904632568,7.099999904632568,5.5,6.599999904632568,5.699999809265137,6.199999809265137,5.800000190734863,5.900000095367432,5.800000190734863,5.800000190734863,5.6862006187438965,5.739168167114258,5.6862006187438965,5.739168167114258,5.6862006187438965,5.739168167114258
5.5,6.599999904632568,5.699999809265137,6.199999809265137,5.800000190734863,5.900000095367432,5.800000190734863,5.800000190734863,5.800000190734863,5.699999809265137,5.6863179206848145,5.686427116394043,5.6863179206848145,5.686427116394043,5.6863179206848145,5.686427116394043
5.699999809265137,6.199999809265137,5.800000190734863,5.900000095367432,5.800000190734863,5.800000190734863,5.800000190734863,5.699999809265137,5.800000190734863,5.599999904632568,5.686318874359131,5.633852958679199,5.686318874359131,5.633852958679199,5.686318874359131,5.633852958679199
5.800000190734863,5.900000095367432,5.800000190734863,5.800000190734863,5.800000190734863,5.699999809265137,5.800000190734863,5.599999904632568,5.800000190734863,5.400000095367432,5.686318874359131,5.581268310546875,5.686318874359131,5.581268310546875,5.686318874359131,5.581268310546875
5.800000190734863,5.800000190734863,5.800000190734863,5.699999809265137,5.800000190734863,5.599999904632568,5.800000190734863,5.400000095367432,5.800000190734863,5.199999809265137,5.686318874359131,5.476208686828613,5.686318874359131,5.476208686828613,5.686318874359131,5.476208686828613
5.800000190734863,5.699999809265137,5.800000190734863,5.599999904632568,5.800000190734863,5.400000095367432,5.800000190734863,5.199999809265137,5.800000190734863,4.900000095367432,5.686318874359131,5.3709869384765625,5.686318874359131,5.3709869384765625,5.686318874359131,5.3709869384765625
5.800000190734863,5.599999904632568,5.800000190734863,5.400000095367432,5.800000190734863,5.199999809265137,5.800000190734863,4.900000095367432,5.800000190734863,4.5,5.686318874359131,5.213246822357178,5.686318874359131,5.213246822357178,5.686318874359131,5.213246822357178
5.800000190734863,5.400000095367432,5.800000190734863,5.199999809265137,5.800000190734863,4.900000095367432,5.800000190734863,4.5,5.599999904632568,4.0,5.686318874359131,5.002747058868408,5.686318874359131,5.002747058868408,5.686318874359131,5.002747058868408
5.800000190734863,5.199999809265137,5.800000190734863,4.900000095367432,5.800000190734863,4.5,5.599999904632568,4.0,5.400000095367432,3.700000047683716,5.581386089324951,4.73927640914917,5.581386089324951,4.73927640914917,5.581386089324951,4.73927640914917
5.800000190734863,4.900000095367432,5.800000190734863,4.5,5.599999904632568,4.0,5.400000095367432,3.700000047683716,5.300000190734863,3.5,5.476208686828613,4.579775333404541,5.476208686828613,4.579775333404541,5.476208686828613,4.579775333404541
5.800000190734863,4.5,5.599999904632568,4.0,5.400000095367432,3.700000047683716,5.300000190734863,3.5,4.900000095367432,3.5,5.4234538078308105,4.473055362701416,5.4234538078308105,4.473055362701416,5.4234538078308105,4.473055362701416
5.599999904632568,4.0,5.400000095367432,3.700000047683716,5.300000190734863,3.5,4.900000095367432,3.5,4.599999904632568,3.700000047683716,5.213424205780029,4.471564292907715,5.213424205780029,4.471564292907715,5.213424205780029,4.471564292907715
5.400000095367432,3.700000047683716,5.300000190734863,3.5,4.900000095367432,3.5,4.599999904632568,3.700000047683716,4.300000190734863,4.099999904632568,5.0552144050598145,4.576472759246826,5.0552144050598145,4.576472759246826,5.0552144050598145,4.576472759246826
5.300000190734863,3.5,4.900000095367432,3.5,4.599999904632568,3.700000047683716,4.300000190734863,4.099999904632568,4.300000190734863,4.400000095367432,4.896996974945068,4.787806034088135,4.896996974945068,4.787806034088135,4.896996974945068,4.787806034088135
4.900000095367432,3.5,4.599999904632568,3.700000047683716,4.300000190734863,4.099999904632568,4.300000190734863,4.400000095367432,4.699999809265137,4.300000190734863,4.895938873291016,4.9474968910217285,4.895938873291016,4.9474968910217285,4.895938873291016,4.9474968910217285
4.599999904632568,3.700000047683716,4.300000190734863,4.099999904632568,4.300000190734863,4.400000095367432,4.699999809265137,4.300000190734863,5.0,4.099999904632568,5.105797290802002,4.896305561065674,5.105797290802002,4.896305561065674,5.105797290802002,4.896305561065674
4.300000190734863,4.099999904632568,4.300000190734863,4.400000095367432,4.699999809265137,4.300000190734863,5.0,4.099999904632568,5.5,3.799999952316284,5.264546871185303,4.7910003662109375,5.264546871185303,4.7910003662109375,5.264546871185303,4.7910003662109375
4.300000190734863,4.400000095367432,4.699999809265137,4.300000190734863,5.0,4.099999904632568,5.5,3.799999952316284,5.900000095367432,3.5,5.527634620666504,4.632730007171631,5.527634620666504,4.632730007171631,5.527634620666504,4.632730007171631
4.699999809265137,4.300000190734863,5.0,4.099999904632568,5.5,3.799999952316284,5.900000095367432,3.5,6.099999904632568,3.299999952316284,5.738399982452393,4.473700523376465,5.738399982452393,4.473700523376465,5.738399982452393,4.473700523376465
5.0,4.099999904632568,5.5,3.799999952316284,5.900000095367432,3.5,6.099999904632568,3.299999952316284,6.300000190734863,3.0999999046325684,5.84382438659668,4.366640567779541,5.84382438659668,4.366640567779541,5.84382438659668,4.366640567779541
5.5,3.799999952316284,5.900000095367432,3.5,6.099999904632568,3.299999952316284,6.300000190734863,3.0999999046325684,6.5,2.700000047683716,5.948948383331299,4.259923458099365,5.948948383331299,4.259923458099365,5.948948383331299,4.259923458099365
5.900000095367432,3.5,6.099999904632568,3.299999952316284,6.300000190734863,3.0999999046325684,6.5,2.700000047683716,6.599999904632568,2.200000047683716,6.054043292999268,4.047926425933838,6.054043292999268,4.047926425933838,6.054043292999268,4.047926425933838
6.099999904632568,3.299999952316284,6.300000190734863,3.0999999046325684,6.5,2.700000047683716,6.599999904632568,2.200000047683716,6.699999809265137,1.7000000476837158,6.106647968292236,3.780036687850952,6.106647968292236,3.780036687850952,6.106647968292236,3.780036687850952
6.300000190734863,3.0999999046325684,6.5,2.700000047683716,6.599999904632568,2.200000047683716,6.699999809265137,1.7000000476837158,6.900000095367432,1.2000000476837158,6.159173965454102,3.5071213245391846,6.159173965454102,3.5071213245391846,6.159173965454102,3.5071213245391846
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,-0.20000000298023224,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034,0.8080740571022034
0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,-0.20000000298023224,0.30000001192092896,-0.5,0.8605404496192932,0.7031415104866028,0.8605404496192932,0.7031415104866028,0.8605404496192932,0.7031415104866028
0.0,0.0,0.0,0.0,0.10000000149011612,-0.20000000298023224,0.30000001192092896,-0.5,0.6000000238418579,-1.2000000476837158,1.076387882232666,0.3118101954460144,1.076387882232666,0.3118101954460144,1.076387882232666,0.3118101954460144
0.0,0.0,0.10000000149011612,-0.20000000298023224,0.30000001192092896,-0.5,0.6000000238418579,-1.2000000476837158,1.100000023841858,-1.7000000476837158,1.5938262939453125,-0.8637376427650452,1.5938262939453125,-0.8637376427650452,1.5938262939453125,-0.8637376427650452
0.10000000149011612,-0.20000000298023224,0.30000001192092896,-0.5,0.6000000238418579,-1.2000000476837158,1.100000023841858,-1.7000000476837158,1.399999976158142,-2.299999952316284,2.4786994457244873,-3.2886006832122803,2.4786994457244873,-3.2886006832122803,2.4786994457244873,-3.2886006832122803
0.30000001192092896,-0.5,0.6000000238418579,-1.2000000476837158,1.100000023841858,-1.7000000476837158,1.399999976158142,-2.299999952316284,1.7000000476837158,-2.9000000953674316,3.110304594039917,-4.700014114379883,3.110304594039917,-4.700014114379883,3.110304594039917,-4.700014114379883
0.6000000238418579,-1.2000000476837158,1.100000023841858,-1.7000000476837158,1.399999976158142,-2.299999952316284,1.7000000476837158,-2.9000000953674316,1.899999976158142,-3.5999999046325684,3.427908182144165,-5.197084903717041,3.427908182144165,-5.197084903717041,3.427908182144165,-5.197084903717041
1.100000023841858,-1.7000000476837158,1.399999976158142,-2.299999952316284,1.7000000476837158,-2.9000000953674316,1.899999976158142,-3.5999999046325684,2.0,-4.300000190734863,3.582214593887329,-5.59345817565918,3.582214593887329,-5.59345817565918,3.582214593887329,-5.59345817565918
1.399999976158142,-2.299999952316284,1.7000000476837158,-2.9000000953674316,1.899999976158142,-3.5999999046325684,2.0,-4.300000190734863,2.200000047683716,-5.0,3.649827241897583,-5.972873687744141,3.649827241897583,-5.972873687744141,3.649827241897583,-5.972873687744141
1.7000000476837158,-2.9000000953674316,1.899999976158142,-3.5999999046325684,2.0,-4.300000190734863,2.200000047683716,-5.0,2.4000000953674316,-5.800000190734863,3.760728120803833,-6.345743656158447,3.760728120803833,-6.345743656158447,3.760728120803833,-6.345743656158447
1.899999976158142,-3.5999999046325684,2.0,-4.300000190734863,2.200000047683716,-5.0,2.4000000953674316,-5.800000190734863,2.299999952316284,-6.699999809265137,3.872521162033081,-6.768353462219238,3.872521162033081,-6.768353462219238,3.872521162033081,-6.768353462219238
2.0,-4.300000190734863,2.200000047683716,-5.0,2.4000000953674316,-5.800000190734863,2.299999952316284,-6.699999809265137,2.5,-7.5,3.825566530227661,-7.242250442504883,3.825566530227661,-7.242250442504883,3.825566530227661,-7.242250442504883
2.200000047683716,-5.0,2.4000000953674316,-5.800000190734863,2.299999952316284,-6.699999809265137,2.5,-7.5,2.799999952316284,-8.100000381469727,3.928644895553589,-7.6629109382629395,3.928644895553589,-7.6629109382629395,3.928644895553589,-7.6629109382629395
2.4000000953674316,-5.800000190734863,2.299999952316284,-6.699999809265137,2.5,-7.5,2.799999952316284,-8.100000381469727,3.299999952316284,-8.699999809265137,4.09049129486084,-7.978112697601318,4.09049129486084,-7.978112697601318,4.09049129486084,-7.978112697601318
2.299999952316284,-6.699999809265137,2.5,-7.5,2.799999952316284,-8.100000381469727,3.299999952316284,-8.699999809265137,3.700000047683716,-9.5,4.358248233795166,-8.293079376220703,4.358248233795166,-8.293079376220703,4.358248233795166,-8.293079376220703
2.5,-7.5,2.799999952316284,-8.100000381469727,3.299999952316284,-8.699999809265137,3.700000047683716,-9.5,3.700000047683716,-10.399999618530273,4.574487209320068,-8.712912559509277,4.574487209320068,-8.712912559509277,4.574487209320068,-8.712912559509277
2.799999952316284,-8.100000381469727,3.299999952316284,-8.699999809265137,3.700000047683716,-9.5,3.700000047683716,-10.399999618530273,3.700000047683716,-11.300000190734863,4.577892780303955,-9.185188293457031,4.577892780303955,-9.185188293457031,4.577892780303955,-9.185188293457031
3.299999952316284,-8.699999809265137,3.700000047683716,-9.5,3.700000047683716,-10.399999618530273,3.700000047683716,-11.300000190734863,3.5999999046325684,-12.100000381469727,4.577953338623047,-9.657428741455078,4.577953338623047,-9.657428741455078,4.577953338623047,-9.657428741455078
3.700000047683716,-9.5,3.700000047683716,-10.399999618530273,3.700000047683716,-11.300000190734863,3.5999999046325684,-12.100000381469727,3.4000000953674316,-13.100000381469727,4.5254950523376465,-10.077181816101074,4.5254950523376465,-10.077181816101074,4.5254950523376465,-10.077181816101074
3.700000047683716,-10.399999618530273,3.700000047683716,-11.300000190734863,3.5999999046325684,-12.100000381469727,3.4000000953674316,-13.100000381469727,3.4000000953674316,-14.199999809265137,4.419859409332275,-10.60185432434082,4.419859409332275,-10.60185432434082,4.419859409332275,-10.60185432434082
