input1_latitude,input1_longitude,input2_latitude,input2_longitude,input3_latitude,input3_longitude,input4_latitude,input4_longitude,target_latitude,target_longitude,prediction_latitude,prediction_longitude,5_percentile_latitude,5_percentile_longitude,95_percentile_latitude,95_percentile_longitude
0.0,0.0,0.20000000298023224,-0.800000011920929,0.5,-1.600000023841858,0.800000011920929,-2.299999952316284,1.100000023841858,-2.799999952316284,1.9982378482818604,-3.884260654449463,1.9982378482818604,-3.884260654449463,1.9982378482818604,-3.884260654449463
0.20000000298023224,-0.800000011920929,0.5,-1.600000023841858,0.800000011920929,-2.299999952316284,1.100000023841858,-2.799999952316284,1.5,-3.200000047683716,2.7837326526641846,-5.125248908996582,2.7837326526641846,-5.125248908996582,2.7837326526641846,-5.125248908996582
0.5,-1.600000023841858,0.800000011920929,-2.299999952316284,1.100000023841858,-2.799999952316284,1.5,-3.200000047683716,1.899999976158142,-3.5999999046325684,3.2496025562286377,-5.3809943199157715,3.2496025562286377,-5.3809943199157715,3.2496025562286377,-5.3809943199157715
0.800000011920929,-2.299999952316284,1.100000023841858,-2.799999952316284,1.5,-3.200000047683716,1.899999976158142,-3.5999999046325684,2.200000047683716,-3.9000000953674316,3.5538017749786377,-5.600597858428955,3.5538017749786377,-5.600597858428955,3.5538017749786377,-5.600597858428955
1.100000023841858,-2.799999952316284,1.5,-3.200000047683716,1.899999976158142,-3.5999999046325684,2.200000047683716,-3.9000000953674316,2.5,-4.099999904632568,3.750279664993286,-5.763289928436279,3.750279664993286,-5.763289928436279,3.750279664993286,-5.763289928436279
1.5,-3.200000047683716,1.899999976158142,-3.5999999046325684,2.200000047683716,-3.9000000953674316,2.5,-4.099999904632568,2.9000000953674316,-4.300000190734863,3.923637628555298,-5.870988368988037,3.923637628555298,-5.870988368988037,3.923637628555298,-5.870988368988037
1.899999976158142,-3.5999999046325684,2.200000047683716,-3.9000000953674316,2.5,-4.099999904632568,2.9000000953674316,-4.300000190734863,3.299999952316284,-4.599999904632568,4.1424031257629395,-5.977366924285889,4.1424031257629395,-5.977366924285889,4.1424031257629395,-5.977366924285889
2.200000047683716,-3.9000000953674316,2.5,-4.099999904632568,2.9000000953674316,-4.300000190734863,3.299999952316284,-4.599999904632568,3.9000000953674316,-4.900000095367432,4.359676837921143,-6.135951995849609,4.359676837921143,-6.135951995849609,4.359676837921143,-6.135951995849609
2.5,-4.099999904632568,2.9000000953674316,-4.300000190734863,3.299999952316284,-4.599999904632568,3.9000000953674316,-4.900000095367432,4.599999904632568,-5.099999904632568,4.679450511932373,-6.294770240783691,4.679450511932373,-6.294770240783691,4.679450511932373,-6.294770240783691
2.9000000953674316,-4.300000190734863,3.299999952316284,-4.599999904632568,3.9000000953674316,-4.900000095367432,4.599999904632568,-5.099999904632568,5.300000190734863,-5.199999809265137,5.051340103149414,-6.400796890258789,5.051340103149414,-6.400796890258789,5.051340103149414,-6.400796890258789
3.299999952316284,-4.599999904632568,3.9000000953674316,-4.900000095367432,4.599999904632568,-5.099999904632568,5.300000190734863,-5.199999809265137,6.0,-5.199999809265137,5.421635150909424,-6.453850269317627,5.421635150909424,-6.453850269317627,5.421635150909424,-6.453850269317627
3.9000000953674316,-4.900000095367432,4.599999904632568,-5.099999904632568,5.300000190734863,-5.199999809265137,6.0,-5.199999809265137,6.699999809265137,-5.199999809265137,5.790547847747803,-6.454108715057373,5.790547847747803,-6.454108715057373,5.790547847747803,-6.454108715057373
4.599999904632568,-5.099999904632568,5.300000190734863,-5.199999809265137,6.0,-5.199999809265137,6.699999809265137,-5.199999809265137,7.400000095367432,-5.199999809265137,6.158721446990967,-6.454108715057373,6.158721446990967,-6.454108715057373,6.158721446990967,-6.454108715057373
5.300000190734863,-5.199999809265137,6.0,-5.199999809265137,6.699999809265137,-5.199999809265137,7.400000095367432,-5.199999809265137,8.0,-5.300000190734863,6.526493549346924,-6.4541096687316895,6.526493549346924,-6.4541096687316895,6.526493549346924,-6.4541096687316895
6.0,-5.199999809265137,6.699999809265137,-5.199999809265137,7.400000095367432,-5.199999809265137,8.0,-5.300000190734863,8.5,-5.599999904632568,6.841578006744385,-6.506576061248779,6.841578006744385,-6.506576061248779,6.841578006744385,-6.506576061248779
6.699999809265137,-5.199999809265137,7.400000095367432,-5.199999809265137,8.0,-5.300000190734863,8.5,-5.599999904632568,8.899999618530273,-5.599999904632568,7.1040544509887695,-6.664208889007568,7.1040544509887695,-6.664208889007568,7.1040544509887695,-6.664208889007568
7.400000095367432,-5.199999809265137,8.0,-5.300000190734863,8.5,-5.599999904632568,8.899999618530273,-5.599999904632568,9.399999618530273,-5.300000190734863,7.313997268676758,-6.664803504943848,7.313997268676758,-6.664803504943848,7.313997268676758,-6.664803504943848
8.0,-5.300000190734863,8.5,-5.599999904632568,8.899999618530273,-5.599999904632568,9.399999618530273,-5.300000190734863,9.899999618530273,-5.0,7.5763726234436035,-6.507406234741211,7.5763726234436035,-6.507406234741211,7.5763726234436035,-6.507406234741211
8.5,-5.599999904632568,8.899999618530273,-5.599999904632568,9.399999618530273,-5.300000190734863,9.899999618530273,-5.0,10.300000190734863,-4.599999904632568,7.838741779327393,-6.349414348602295,7.838741779327393,-6.349414348602295,7.838741779327393,-6.349414348602295
8.899999618530273,-5.599999904632568,9.399999618530273,-5.300000190734863,9.899999618530273,-5.0,10.300000190734863,-4.599999904632568,10.600000381469727,-4.099999904632568,8.048633575439453,-6.138780117034912,8.048633575439453,-6.138780117034912,8.048633575439453,-6.138780117034912
9.399999618530273,-5.300000190734863,9.899999618530273,-5.0,10.300000190734863,-4.599999904632568,10.600000381469727,-4.099999904632568,10.800000190734863,-3.5,8.206047058105469,-5.87506103515625,8.206047058105469,-5.87506103515625,8.206047058105469,-5.87506103515625
9.899999618530273,-5.0,10.300000190734863,-4.599999904632568,10.600000381469727,-4.099999904632568,10.800000190734863,-3.5,10.899999618530273,-2.9000000953674316,8.31098747253418,-5.557692050933838,8.31098747253418,-5.557692050933838,8.31098747253418,-5.557692050933838
10.300000190734863,-4.599999904632568,10.600000381469727,-4.099999904632568,10.800000190734863,-3.5,10.899999618530273,-2.9000000953674316,11.199999809265137,-2.4000000953674316,8.363458633422852,-5.237869739532471,8.363458633422852,-5.237869739532471,8.363458633422852,-5.237869739532471
0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-1.399999976158142,0.20000000298023224,-1.2999999523162842,0.8080740571022034,-2.3045156002044678,0.8080740571022034,-2.3045156002044678,0.8080740571022034,-2.3045156002044678
0.0,-0.5,0.0,-1.0,0.0,-1.399999976158142,0.20000000298023224,-1.2999999523162842,0.30000001192092896,-1.100000023841858,0.913006603717804,-4.043374538421631,0.913006603717804,-4.043374538421631,0.913006603717804,-4.043374538421631
0.0,-1.0,0.0,-1.399999976158142,0.20000000298023224,-1.2999999523162842,0.30000001192092896,-1.100000023841858,0.4000000059604645,-0.699999988079071,1.1829781532287598,-4.142688751220703,1.1829781532287598,-4.142688751220703,1.1829781532287598,-4.142688751220703
0.0,-1.399999976158142,0.20000000298023224,-1.2999999523162842,0.30000001192092896,-1.100000023841858,0.4000000059604645,-0.699999988079071,0.6000000238418579,-0.30000001192092896,1.6256191730499268,-3.936350107192993,1.6256191730499268,-3.936350107192993,1.6256191730499268,-3.936350107192993
0.20000000298023224,-1.2999999523162842,0.30000001192092896,-1.100000023841858,0.4000000059604645,-0.699999988079071,0.6000000238418579,-0.30000001192092896,1.0,0.30000001192092896,2.2264249324798584,-3.626911163330078,2.2264249324798584,-3.626911163330078,2.2264249324798584,-3.626911163330078
0.30000001192092896,-1.100000023841858,0.4000000059604645,-0.699999988079071,0.6000000238418579,-0.30000001192092896,1.0,0.30000001192092896,1.5,1.0,2.682525396347046,-3.0365288257598877,2.682525396347046,-3.0365288257598877,2.682525396347046,-3.0365288257598877
0.4000000059604645,-0.699999988079071,0.6000000238418579,-0.30000001192092896,1.0,0.30000001192092896,1.5,1.0,2.0999999046325684,1.600000023841858,3.1752710342407227,-1.3131581544876099,3.1752710342407227,-1.3131581544876099,3.1752710342407227,-1.3131581544876099
0.6000000238418579,-0.30000001192092896,1.0,0.30000001192092896,1.5,1.0,2.0999999046325684,1.600000023841858,2.700000047683716,2.5,3.6415998935699463,2.3068506717681885,3.6415998935699463,2.3068506717681885,3.6415998935699463,2.3068506717681885
1.0,0.30000001192092896,1.5,1.0,2.0999999046325684,1.600000023841858,2.700000047683716,2.5,3.200000047683716,3.5999999046325684,4.019200325012207,3.8281948566436768,4.019200325012207,3.8281948566436768,4.019200325012207,3.8281948566436768
1.5,1.0,2.0999999046325684,1.600000023841858,2.700000047683716,2.5,3.200000047683716,3.5999999046325684,3.5,4.599999904632568,4.302850246429443,4.504418849945068,4.302850246429443,4.504418849945068,4.302850246429443,4.504418849945068
2.0999999046325684,1.600000023841858,2.700000047683716,2.5,3.200000047683716,3.5999999046325684,3.5,4.599999904632568,3.5999999046325684,5.5,4.468393325805664,5.048877716064453,4.468393325805664,5.048877716064453,4.468393325805664,5.048877716064453
2.700000047683716,2.5,3.200000047683716,3.5999999046325684,3.5,4.599999904632568,3.5999999046325684,5.5,3.5,6.099999904632568,4.52392053604126,5.526540756225586,4.52392053604126,5.526540756225586,4.52392053604126,5.526540756225586
3.200000047683716,3.5999999046325684,3.5,4.599999904632568,3.5999999046325684,5.5,3.5,6.099999904632568,3.5,6.800000190734863,4.472294807434082,5.84332799911499,4.472294807434082,5.84332799911499,4.472294807434082,5.84332799911499
3.5,4.599999904632568,3.5999999046325684,5.5,3.5,6.099999904632568,3.5,6.800000190734863,3.5999999046325684,7.400000095367432,4.471545696258545,6.21127986907959,4.471545696258545,6.21127986907959,4.471545696258545,6.21127986907959
3.5999999046325684,5.5,3.5,6.099999904632568,3.5,6.800000190734863,3.5999999046325684,7.400000095367432,3.700000047683716,7.800000190734863,4.524003982543945,6.52654504776001,4.524003982543945,6.52654504776001,4.524003982543945,6.52654504776001
3.5,6.099999904632568,3.5,6.800000190734863,3.5999999046325684,7.400000095367432,3.700000047683716,7.800000190734863,4.0,8.100000381469727,4.577236652374268,6.736645698547363,4.577236652374268,6.736645698547363,4.577236652374268,6.736645698547363
3.5,6.800000190734863,3.5999999046325684,7.400000095367432,3.700000047683716,7.800000190734863,4.0,8.100000381469727,4.199999809265137,8.199999809265137,4.735348701477051,6.894148826599121,4.735348701477051,6.894148826599121,4.735348701477051,6.894148826599121
3.5999999046325684,7.400000095367432,3.700000047683716,7.800000190734863,4.0,8.100000381469727,4.199999809265137,8.199999809265137,4.400000095367432,8.300000190734863,4.842068195343018,6.94667387008667,4.842068195343018,6.94667387008667,4.842068195343018,6.94667387008667
3.700000047683716,7.800000190734863,4.0,8.100000381469727,4.199999809265137,8.199999809265137,4.400000095367432,8.300000190734863,4.599999904632568,8.300000190734863,4.947968006134033,6.999157428741455,4.947968006134033,6.999157428741455,4.947968006134033,6.999157428741455
4.0,8.100000381469727,4.199999809265137,8.199999809265137,4.400000095367432,8.300000190734863,4.599999904632568,8.300000190734863,4.699999809265137,8.199999809265137,5.053708553314209,6.999172687530518,5.053708553314209,6.999172687530518,5.053708553314209,6.999172687530518
4.199999809265137,8.199999809265137,4.400000095367432,8.300000190734863,4.599999904632568,8.300000190734863,4.699999809265137,8.199999809265137,4.800000190734863,7.900000095367432,5.106853485107422,6.946706295013428,5.106853485107422,6.946706295013428,5.106853485107422,6.946706295013428
4.400000095367432,8.300000190734863,4.599999904632568,8.300000190734863,4.699999809265137,8.199999809265137,4.800000190734863,7.900000095367432,4.900000095367432,7.5,5.1596198081970215,6.789291858673096,5.1596198081970215,6.789291858673096,5.1596198081970215,6.789291858673096
